Dataset-Quantity-metrics,Moment(zero),Timer(zero),TTM(zero),UniTS(zero),GPT4TS(few),Moment(few),Timer(few),TTM(few),UniTS(few),UniTime(few),GPT4TS(full),Moment(full),Timer(full),TTM(full),UniTS(full),UniTime(full)
contact-text,,,,,,,,,,,,,,,,
contact-url,,,,,,,,,,,,,,,,
paper-url,https://openreview.net/pdf?id=FVvf69a5rx,https://openreview.net/pdf?id=bYRYb7DMNo,https://arxiv.org/pdf/2401.03955,https://arxiv.org/pdf/2403.00131,https://openreview.net/pdf?id=gMS6FVZvmF,https://openreview.net/pdf?id=FVvf69a5rx,https://openreview.net/pdf?id=bYRYb7DMNo,https://arxiv.org/pdf/2401.03955,https://arxiv.org/pdf/2403.00131,https://dl.acm.org/doi/pdf/10.1145/3589334.3645434,https://openreview.net/pdf?id=gMS6FVZvmF,https://openreview.net/pdf?id=FVvf69a5rx,https://openreview.net/pdf?id=bYRYb7DMNo,https://arxiv.org/pdf/2401.03955,https://arxiv.org/pdf/2403.00131,https://dl.acm.org/doi/pdf/10.1145/3589334.3645434
code-url,,,,,,,,,,,,,,,,
publication,ICML,ICML,arXiv,arXiv,NeurIPS,ICML,ICML,arXiv,arXiv,WWW,NeurIPS,ICML,ICML,arXiv,arXiv,WWW
bib,https://dblp.org/rec/conf/icml/GoswamiSCCLD24.html?view=bibtex,https://dblp.uni-trier.de/rec/conf/icml/LiuZLH0L24.html?view=bibtex,https://dblp.org/rec/journals/corr/abs-2401-03955.html?view=bibtex,https://scholar.googleusercontent.com/scholar.bib?q=info:VXWdEeZz2SIJ:scholar.google.com/&output=citation&scisdr=ClFiJnEVEMDnjOYICmc:AFWwaeYAAAAAZ1AOEmcVephcxB70IEvJ0gn57_4&scisig=AFWwaeYAAAAAZ1AOEqyCZqhGaBcJAZ2GBgWxTjk&scisf=4&ct=citation&cd=-1&hl=zh-CN,https://dblp.org/rec/conf/nips/ZhouNW0023.html?view=bibtex,https://dblp.org/rec/conf/icml/GoswamiSCCLD24.html?view=bibtex,https://dblp.uni-trier.de/rec/conf/icml/LiuZLH0L24.html?view=bibtex,https://dblp.org/rec/journals/corr/abs-2401-03955.html?view=bibtex,https://scholar.googleusercontent.com/scholar.bib?q=info:VXWdEeZz2SIJ:scholar.google.com/&output=citation&scisdr=ClFiJnEVEMDnjOYICmc:AFWwaeYAAAAAZ1AOEmcVephcxB70IEvJ0gn57_4&scisig=AFWwaeYAAAAAZ1AOEqyCZqhGaBcJAZ2GBgWxTjk&scisf=4&ct=citation&cd=-1&hl=zh-CN,https://dblp.org/rec/conf/www/LiuHLDLHZ24.html?view=bibtex,https://dblp.org/rec/conf/nips/ZhouNW0023.html?view=bibtex,https://dblp.org/rec/conf/icml/GoswamiSCCLD24.html?view=bibtex,https://dblp.uni-trier.de/rec/conf/icml/LiuZLH0L24.html?view=bibtex,https://dblp.org/rec/journals/corr/abs-2401-03955.html?view=bibtex,https://scholar.googleusercontent.com/scholar.bib?q=info:VXWdEeZz2SIJ:scholar.google.com/&output=citation&scisdr=ClFiJnEVEMDnjOYICmc:AFWwaeYAAAAAZ1AOEmcVephcxB70IEvJ0gn57_4&scisig=AFWwaeYAAAAAZ1AOEqyCZqhGaBcJAZ2GBgWxTjk&scisf=4&ct=citation&cd=-1&hl=zh-CN,https://dblp.org/rec/conf/www/LiuHLDLHZ24.html?view=bibtex
year,2024,2024,2024,2024,2023,2024,2024,2024,2024,2024,2023,2024,2024,2024,2024,2024
parameters,,,,,,,,,,,,,,,,
Application Server/ASD-96-A-P,0.111496732,0.118329006,0.141137696,0.118007962,0.15913224,0.115779372,0.1333011,0.149593793,0.119482854,0.124576468,0.166456997,0.114404134,0.136308924,0.170050148,0.139906446,0.185083621
Application Server/ASD-96-A-R,0.626296673,0.590593361,0.614047045,0.679812252,0.734339528,0.638278966,0.621949828,0.627426505,0.677096468,0.616697896,0.72613489,0.629851417,0.632062355,0.664725147,0.675591769,0.769224427
Application Server/ASD-96-Acc,0.895023148,0.922029321,0.93288966,0.916570216,0.902006173,0.895891204,0.920929784,0.933661265,0.918171296,0.926466049,0.926331019,0.898244599,0.930131173,0.946296296,0.94056713,0.911323302
Application Server/ASD-96-Aff-F1,0.763505471,0.757720175,0.77635043,0.77174403,0.77452474,0.758614407,0.767702865,0.781987151,0.770950902,0.765903627,0.775740856,0.757112459,0.771802889,0.780240623,0.770798407,0.780331536
Application Server/ASD-96-Aff-P,0.672267892,0.650189523,0.666272485,0.655841663,0.649440601,0.652532203,0.656851921,0.674838244,0.65448819,0.657452771,0.657028978,0.642070415,0.667170886,0.673511354,0.656766804,0.657278833
Application Server/ASD-96-Aff-R,0.918877199,0.917838622,0.943472703,0.957096626,0.974798829,0.929559533,0.932267554,0.942301008,0.955668762,0.928267006,0.958621232,0.945146023,0.924352168,0.940271541,0.943927371,0.975603886
Application Server/ASD-96-F1,0.113785202,0.146212664,0.1933651,0.128398004,0.201685135,0.128669714,0.168395189,0.187023276,0.137877368,0.138321234,0.181480734,0.130012346,0.170520217,0.167258594,0.13813145,0.20434314
Application Server/ASD-96-P,0.243680821,0.215540461,0.262338775,0.211623996,0.220738197,0.19027123,0.244416727,0.294542558,0.221830327,0.244024172,0.242484426,0.184470726,0.274309669,0.299226253,0.244519266,0.269880947
Application Server/ASD-96-R,0.17065794,0.203708711,0.235831639,0.144651581,0.287751275,0.191221034,0.229796282,0.21328595,0.154346283,0.167514396,0.218860841,0.185970738,0.198159943,0.125076352,0.115251521,0.248386261
Application Server/ASD-96-R-A-P,0.11365091,0.111478096,0.133647218,0.140369599,0.188773604,0.118387958,0.124194224,0.141009272,0.140696759,0.11859158,0.189541454,0.116250614,0.126316357,0.167425964,0.151406862,0.208009566
Application Server/ASD-96-R-A-R,0.66836256,0.593493772,0.642816647,0.730568915,0.787504872,0.679073369,0.632115019,0.658896616,0.728013842,0.640131479,0.785064557,0.668273625,0.650348237,0.708276943,0.726053138,0.813387117
Application Server/ASD-96-R-F1,0.165545562,0.178609682,0.186711664,0.180086639,0.169641896,0.158836584,0.179561309,0.191242715,0.182994395,0.174129961,0.18771205,0.159673001,0.192243328,0.208379505,0.195294917,0.187162833
Application Server/ASD-96-R-P,0.213089801,0.176836477,0.185867206,0.170342475,0.143036699,0.164741221,0.172177303,0.212052366,0.183046473,0.182380632,0.172284399,0.158577688,0.198408879,0.222109894,0.200751587,0.172586075
Application Server/ASD-96-R-R,0.223778841,0.256788393,0.269274272,0.277421295,0.317838267,0.230090104,0.269842955,0.256204089,0.27716631,0.235429583,0.286319884,0.231509809,0.2505287,0.236362941,0.239635851,0.318791359
Application Server/ASD-96-V-PR,0.114031501,0.11172819,0.13328747,0.137887349,0.185935404,0.118476934,0.124046677,0.140649959,0.138741751,0.118541468,0.186656379,0.116526988,0.126134673,0.166738913,0.150677066,0.204257149
Application Server/ASD-96-V-ROC,0.661861951,0.591304166,0.637678243,0.72329759,0.77961703,0.673002734,0.628616029,0.65356531,0.721255751,0.635744938,0.775989405,0.662818316,0.646118793,0.703077383,0.719369799,0.805241842
Application Server/Exathlon-96-A-P,0.714066194,0.711214487,0.758812903,0.746638308,0.73387301,0.706199892,0.699814792,0.703918695,0.765490308,0.716355536,0.736195464,0.711663291,0.68870517,0.710961265,0.742522145,0.711768326
Application Server/Exathlon-96-A-R,0.905703536,0.906125074,0.906144632,0.90192688,0.900688245,0.905440632,0.90635718,0.901026436,0.905321791,0.905463204,0.900335669,0.905152948,0.905613017,0.900178618,0.906093855,0.900350059
Application Server/Exathlon-96-Acc,0.929967041,0.938672823,0.944141777,0.927349326,0.942810626,0.930089073,0.933378322,0.936260048,0.950693106,0.932683478,0.94772511,0.934211424,0.918931126,0.942549933,0.94711694,0.925647407
Application Server/Exathlon-96-Aff-F1,0.915291919,0.910687468,0.912981663,0.909098134,0.904796496,0.916115362,0.908514849,0.907099263,0.911463731,0.914197927,0.905731149,0.9157474,0.911807265,0.907754168,0.910747619,0.905771225
Application Server/Exathlon-96-Aff-P,0.96515613,0.952134449,0.957102013,0.949253519,0.938657635,0.966979496,0.946920482,0.942129326,0.95216351,0.961333975,0.939789907,0.966515658,0.957764191,0.943597529,0.951306633,0.941798817
Application Server/Exathlon-96-Aff-R,0.887107432,0.88651492,0.886309316,0.886781654,0.886590012,0.887117202,0.886627526,0.886608089,0.886941903,0.887196421,0.886855653,0.887061255,0.886369926,0.886656552,0.886924218,0.887228007
Application Server/Exathlon-96-F1,0.48377419,0.580923814,0.636967558,0.504495608,0.626987377,0.485847672,0.556308102,0.566060765,0.718488708,0.515184608,0.655215988,0.516910085,0.416372736,0.615730308,0.659819197,0.469888369
Application Server/Exathlon-96-P,0.881450388,0.886326561,0.900942086,0.927563781,0.917422798,0.887695848,0.830453544,0.864839245,0.906216454,0.864273092,0.903189728,0.883159132,0.822162212,0.881379621,0.890379237,0.89908896
Application Server/Exathlon-96-R,0.389994183,0.512797959,0.508548218,0.35291537,0.535967505,0.390240656,0.448361949,0.448361007,0.613293511,0.407839651,0.544528081,0.447254164,0.296867324,0.513834965,0.551870191,0.325240718
Application Server/Exathlon-96-R-A-P,0.758100602,0.707061905,0.701525529,0.653375886,0.644583936,0.760545434,0.772403169,0.671293705,0.679270395,0.756477944,0.645954173,0.760429728,0.775742651,0.670217018,0.680016559,0.669770721
Application Server/Exathlon-96-R-A-R,0.893043948,0.87778559,0.870091194,0.851620338,0.851929075,0.893896944,0.897184493,0.860611868,0.859059359,0.894466551,0.85156566,0.89392013,0.898321449,0.859991558,0.862966404,0.873997881
Application Server/Exathlon-96-R-F1,0.285304308,0.293592511,0.297349336,0.29641923,0.291921727,0.285107771,0.29431574,0.294876698,0.292678797,0.290747148,0.288845682,0.281753847,0.296481212,0.290998461,0.290594584,0.294250282
Application Server/Exathlon-96-R-P,0.758817452,0.837124288,0.891482679,0.88977577,0.816279278,0.755489933,0.85801787,0.867770818,0.794530894,0.807000312,0.791082174,0.731649774,0.879586637,0.821830604,0.80728525,0.861216104
Application Server/Exathlon-96-R-R,0.179193968,0.180667601,0.180075789,0.179056904,0.180218459,0.179204306,0.179940834,0.179682349,0.181432404,0.179517231,0.18024237,0.179530097,0.179866938,0.180016871,0.180476356,0.17887033
Application Server/Exathlon-96-V-PR,0.743639929,0.70704138,0.707288564,0.659482203,0.651683827,0.745017544,0.758200999,0.676375609,0.684169286,0.743202762,0.652486476,0.745348219,0.759313156,0.674892966,0.683525587,0.669523327
Application Server/Exathlon-96-V-ROC,0.88863722,0.876556713,0.870917595,0.852979034,0.853911704,0.889559102,0.893282991,0.861999279,0.859931713,0.890218599,0.853232967,0.889460473,0.894176196,0.860797255,0.863319892,0.872219585
Finance/Creditcard-96-A-P,0.088840962,0.09628634,0.098516627,0.055457241,0.079747548,0.088321502,0.096128629,0.095990957,0.086000682,0.094958125,0.080246645,0.088951538,0.095669057,0.095649731,0.09037941,0.081556254
Finance/Creditcard-96-A-R,0.957193577,0.957641972,0.958185996,0.915692853,0.957149705,0.956806462,0.958447079,0.958162751,0.957858143,0.958971043,0.956733306,0.956890167,0.958150072,0.957894414,0.957483928,0.954891042
Finance/Creditcard-96-Acc,0.980681722,0.971068228,0.972093481,0.970274711,0.980667678,0.980681722,0.971082273,0.97141232,0.980864302,0.970998006,0.980667678,0.970380046,0.970815427,0.971019072,0.980716834,0.980506166
Finance/Creditcard-96-Aff-F1,0.74733328,0.749500663,0.752153426,0.721835858,0.736455055,0.748056605,0.75103128,0.751065715,0.745440097,0.751099059,0.737816188,0.746397793,0.751036105,0.748926742,0.74672123,0.731015237
Finance/Creditcard-96-Aff-P,0.615775399,0.603768088,0.609551861,0.579681479,0.602068909,0.616706286,0.605690792,0.605895008,0.61128512,0.605866554,0.603893784,0.600258622,0.605625333,0.603115831,0.615695599,0.600957844
Finance/Creditcard-96-Aff-R,0.950377529,0.987968334,0.981852938,0.95636334,0.948071484,0.95050075,0.988144736,0.987720783,0.955035951,0.987911768,0.948063283,0.986594408,0.988335722,0.987720783,0.948589775,0.932913399
Finance/Creditcard-96-F1,0.107108082,0.083222074,0.08475357,0.07028333,0.107038599,0.108265802,0.083259127,0.084139483,0.10976805,0.083444296,0.107038599,0.080645161,0.082965578,0.083092646,0.106701366,0.103359173
Finance/Creditcard-96-P,0.05773268,0.043783657,0.044671037,0.036951501,0.057692308,0.058350804,0.04380417,0.044291805,0.059196617,0.043894466,0.057692308,0.042382589,0.043629612,0.043712015,0.057523676,0.055690915
Finance/Creditcard-96-R,0.739910314,0.838565022,0.825112108,0.717488789,0.739910314,0.748878924,0.838565022,0.838565022,0.753363229,0.843049327,0.739910314,0.829596413,0.843049327,0.838565022,0.735426009,0.717488789
Finance/Creditcard-96-R-A-P,0.054993894,0.054804598,0.052958909,0.034277045,0.053947123,0.054203512,0.055167075,0.05368147,0.054547547,0.05532326,0.053661726,0.054145682,0.055082315,0.053786035,0.054613736,0.046794509
Finance/Creditcard-96-R-A-R,0.919759505,0.920282083,0.921196003,0.856833156,0.919588793,0.918809638,0.921718885,0.921230124,0.920630267,0.922940709,0.918797435,0.918931138,0.921230144,0.92080273,0.919812014,0.916092651
Finance/Creditcard-96-R-F1,0.098063487,0.077246577,0.082594041,0.07089103,0.092619934,0.098480082,0.077040228,0.0781484,0.098067102,0.077516255,0.093813699,0.074652927,0.077009752,0.0770108,0.097405267,0.090829747
Finance/Creditcard-96-R-P,0.052637977,0.040523845,0.043519021,0.037249245,0.049513865,0.052825374,0.040410282,0.04102051,0.05256222,0.040660424,0.050196802,0.039120985,0.040381791,0.040394089,0.052285192,0.048594312
Finance/Creditcard-96-R-R,0.715686275,0.823529412,0.808823529,0.731993464,0.715686275,0.725490196,0.823529412,0.823529412,0.730392157,0.828431373,0.715686275,0.81372549,0.828431373,0.823529412,0.710784314,0.694117647
Finance/Creditcard-96-V-PR,0.052021685,0.051558906,0.049958976,0.036559251,0.051807127,0.051288112,0.051884065,0.050522988,0.051988354,0.052054891,0.05145851,0.051212103,0.05182661,0.050625847,0.051658898,0.044844083
Finance/Creditcard-96-V-ROC,0.91181693,0.908436447,0.910455859,0.876159125,0.912564863,0.910025902,0.909063163,0.909055159,0.911949332,0.910509022,0.91161105,0.910696573,0.908804348,0.908788983,0.90986883,0.90708219
Machinery/Genesis-96-A-P,0.004045512,0.004792186,0.008866444,0.009022062,0.005971713,0.004079359,0.004146925,0.008794688,0.008943974,0.005899972,0.013393358,0.004522257,0.00443572,0.011109099,0.015503137,0.005899972
Machinery/Genesis-96-A-R,0.341561356,0.433261181,0.759847207,0.623332803,0.561675951,0.343028808,0.395608786,0.748359064,0.605518065,0.390934267,0.730819672,0.359051409,0.413511062,0.682310998,0.658799936,0.390934267
Machinery/Genesis-96-Acc,0.95022194,0.946496512,0.849476855,0.985653139,0.891804058,0.967818643,0.947130628,0.901553583,0.985653139,0.969086874,0.944673431,0.968373494,0.941899176,0.93928345,0.98406785,0.969086874
Machinery/Genesis-96-Aff-F1,0.797094895,0.684679365,0.793888778,0.888135009,0.750362586,0.793832205,0.689435547,0.789032007,0.886483778,0.796770881,0.799829277,0.793844029,0.691584064,0.775335504,0.809022571,0.796770881
Machinery/Genesis-96-Aff-P,0.728780353,0.726825878,0.668372782,0.828867883,0.614748757,0.72737827,0.73998374,0.661952403,0.825996102,0.732461213,0.67875766,0.724327733,0.744951726,0.646627588,0.699614344,0.732461213
Machinery/Genesis-96-Aff-R,0.879541513,0.647152858,0.977446843,0.956530484,0.962744397,0.873649624,0.64535166,0.976496905,0.956530484,0.873460174,0.973469313,0.878120345,0.64535166,0.96801368,0.958993441,0.873460174
Machinery/Genesis-96-F1,0.009463722,0.020319303,0.016571724,0.042328042,0.007272727,0.009756098,0.014771049,0.022047244,0.042328042,0.015151515,0.030555556,0.014814815,0.01345895,0.025445293,0.065116279,0.015151515
Machinery/Genesis-96-P,0.005136986,0.010954617,0.008506114,0.028776978,0.003773585,0.005555556,0.007974482,0.01147541,0.028776978,0.00867052,0.01641791,0.008450704,0.007215007,0.013586957,0.042424242,0.00867052
Machinery/Genesis-96-R,0.06,0.14,0.32,0.08,0.1,0.04,0.1,0.28,0.08,0.06,0.22,0.06,0.1,0.2,0.14,0.06
Machinery/Genesis-96-R-A-P,0.005008121,0.005591934,0.01122978,0.014477646,0.011433198,0.005049303,0.005242691,0.010577288,0.013354416,0.005714319,0.018278408,0.005191392,0.005339586,0.010874776,0.014401586,0.005714319
Machinery/Genesis-96-R-A-R,0.185527186,0.245978785,0.768634803,0.756361985,0.749324771,0.186039849,0.225828504,0.753558015,0.726344106,0.209835151,0.807874522,0.19542593,0.231590004,0.718150151,0.709560537,0.209835151
Machinery/Genesis-96-R-F1,0.01840138,0.041914742,0.041898826,0.053252397,0.010014706,0.02020202,0.018961253,0.064995706,0.051207217,0.017669796,0.01703371,0.017748197,0.021168891,0.067430742,0.070862528,0.017669796
Machinery/Genesis-96-R-P,0.010362694,0.021978022,0.02173913,0.03125,0.005141388,0.011627907,0.010309278,0.034482759,0.029850746,0.00990099,0.008810573,0.009950249,0.011627907,0.036036036,0.044117647,0.00990099
Machinery/Genesis-96-R-R,0.082051282,0.451282051,0.576689977,0.17995338,0.192074592,0.076923077,0.117948718,0.564568765,0.17995338,0.082051282,0.255477855,0.082051282,0.117948718,0.523543124,0.17995338,0.082051282
Machinery/Genesis-96-V-PR,0.005021516,0.005647875,0.01157217,0.013450799,0.010381875,0.005043483,0.005286004,0.01092551,0.012597988,0.005693192,0.016884025,0.005192312,0.005360796,0.011417107,0.01474038,0.005693192
Machinery/Genesis-96-V-ROC,0.191884192,0.250620148,0.774988856,0.72746213,0.704905301,0.191811558,0.231811209,0.760097862,0.702295301,0.212319215,0.784326368,0.201308045,0.23753676,0.724529193,0.71025317,0.212319215
Machinery/SKAB-96-A-P,0.426590456,0.361645217,0.50307092,0.418404723,0.421887862,0.446704926,0.382933281,0.480074805,0.421812366,0.4411574,0.422035702,0.447028958,0.387519571,0.46195586,0.448595928,0.440806407
Machinery/SKAB-96-A-R,0.556646253,0.291063742,0.62052057,0.567822517,0.562914314,0.570789269,0.297272015,0.613310048,0.571470564,0.573144674,0.566619986,0.572284119,0.297108491,0.598994147,0.596056094,0.570364465
Machinery/SKAB-96-Acc,0.626800829,0.617397747,0.679340363,0.651477091,0.65820276,0.623173707,0.62872887,0.66841874,0.657588312,0.608105207,0.657040514,0.626491966,0.630265101,0.653319229,0.663323617,0.635206215
Machinery/SKAB-96-Aff-F1,0.772238937,0.702054985,0.860185955,0.814180696,0.825582886,0.772547184,0.750676796,0.826858003,0.816354968,0.770639378,0.828931118,0.775193941,0.744838498,0.815779695,0.827421301,0.783470886
Machinery/SKAB-96-Aff-P,0.689116497,0.673441992,0.81011153,0.746098606,0.794232632,0.689591226,0.760971085,0.76558866,0.758235957,0.687132189,0.789014099,0.687033244,0.749289267,0.726914556,0.769387675,0.711105569
Machinery/SKAB-96-Aff-R,0.922792939,0.802273771,0.944981623,0.936463877,0.899261593,0.922261592,0.804706531,0.93570445,0.927582857,0.925874684,0.919911827,0.932198156,0.80289362,0.961090491,0.93878742,0.919585007
Machinery/SKAB-96-F1,0.168298737,0.119911725,0.235326778,0.140885201,0.117806198,0.146822635,0.120245316,0.243584829,0.140343656,0.16398845,0.136582064,0.205040007,0.129426167,0.217787588,0.176980184,0.148755133
Machinery/SKAB-96-P,0.461226631,0.511680551,0.706966623,0.610042412,0.675432911,0.463133162,0.645519817,0.647433371,0.628366631,0.468850338,0.67626712,0.468143619,0.619365436,0.600282749,0.644792176,0.526590343
Machinery/SKAB-96-R,0.124984376,0.086655857,0.189359965,0.098192127,0.083092406,0.108978969,0.083193461,0.200970053,0.101176185,0.121868176,0.094402308,0.170695495,0.090884495,0.190221274,0.130765008,0.114117611
Machinery/SKAB-96-R-A-P,0.676886961,0.526182604,0.696241658,0.642678437,0.646481717,0.679577403,0.534110956,0.667897261,0.644229148,0.685624087,0.648682882,0.684124615,0.539758506,0.666827272,0.66392438,0.682043598
Machinery/SKAB-96-R-A-R,0.713709776,0.511288933,0.756554787,0.718804868,0.721869878,0.715724866,0.508595127,0.736021268,0.721090316,0.723183159,0.724590547,0.721277186,0.510568623,0.738909102,0.737900867,0.717860953
Machinery/SKAB-96-R-F1,0.25333136,0.273501044,0.321987635,0.294098566,0.301536392,0.254471418,0.289758508,0.306399872,0.296122612,0.271428453,0.29987639,0.256781575,0.29325764,0.298112092,0.300747254,0.278611793
Machinery/SKAB-96-R-P,0.505796025,0.52195289,0.674123197,0.599280697,0.669077286,0.517005319,0.643006403,0.592481294,0.621059759,0.566642667,0.664264256,0.509899269,0.616112673,0.586483051,0.632926626,0.58246635
Machinery/SKAB-96-R-R,0.185503885,0.209918241,0.217740351,0.203449617,0.203763303,0.185381559,0.214367,0.21534764,0.203740622,0.186321795,0.203192181,0.186702551,0.217886375,0.208250537,0.206956291,0.1915136
Machinery/SKAB-96-V-PR,0.659452632,0.516023986,0.686482795,0.631218985,0.633640425,0.664122095,0.523942586,0.654409619,0.633112033,0.668447636,0.635111555,0.668817547,0.529269175,0.658059328,0.652562503,0.665086514
Machinery/SKAB-96-V-ROC,0.712555262,0.508191781,0.756210437,0.716547763,0.716271665,0.715677354,0.505828177,0.73174547,0.718822052,0.721926491,0.718886138,0.721193771,0.507890209,0.739508559,0.735347536,0.71766027
Movement/Daphnet-96-A-P,0.168868259,0.172646929,0.178291832,0.194576467,0.193640234,0.169704596,0.1609292,0.175754564,0.192281542,0.171097611,0.195877554,0.171129253,0.160877591,0.178255282,0.183008052,0.198682023
Movement/Daphnet-96-A-R,0.690640192,0.697872189,0.699950776,0.734223601,0.730295812,0.689623426,0.675368052,0.70443325,0.729698979,0.684153461,0.734134289,0.690952504,0.675736417,0.706559674,0.715783803,0.738736033
Movement/Daphnet-96-Acc,0.856476924,0.874430808,0.883276193,0.854386394,0.823205919,0.877341189,0.894696203,0.876304151,0.878749112,0.895927995,0.839933604,0.894318782,0.890196818,0.838978948,0.840961497,0.895927995
Movement/Daphnet-96-Aff-F1,0.758674193,0.768106482,0.775341821,0.770647714,0.76928726,0.764043637,0.769458013,0.77071178,0.775725591,0.7634112,0.781915997,0.759508669,0.765029937,0.772721544,0.771348827,0.7634112
Movement/Daphnet-96-Aff-P,0.647478954,0.664038652,0.674582908,0.658859859,0.652830573,0.663615259,0.674150275,0.66338433,0.684966149,0.671053732,0.685421276,0.659282499,0.670445579,0.663250554,0.662706729,0.671053732
Movement/Daphnet-96-Aff-R,0.930791359,0.927591025,0.925427332,0.939691668,0.960448523,0.913549346,0.911697967,0.935147408,0.907499397,0.900276512,0.929410032,0.909847536,0.907603947,0.943927865,0.939359709,0.900276512
Movement/Daphnet-96-F1,0.15188691,0.130849637,0.136748521,0.196166254,0.171472707,0.118079575,0.103119746,0.13766793,0.189504181,0.09594025,0.156004182,0.0996149,0.098335878,0.147425529,0.149369742,0.09594025
Movement/Daphnet-96-P,0.195564486,0.231686319,0.236986347,0.230024859,0.236180423,0.205710758,0.205124948,0.236050204,0.235332596,0.194873496,0.242026987,0.191591205,0.198822352,0.22847193,0.229765256,0.194873496
Movement/Daphnet-96-R,0.179164745,0.151688502,0.152569109,0.250311843,0.236838794,0.137710999,0.107242703,0.159286704,0.216086689,0.10323792,0.245271445,0.119882001,0.115899902,0.219249,0.209448682,0.10323792
Movement/Daphnet-96-R-A-P,0.27190649,0.279127143,0.292784084,0.3100942,0.310370829,0.272897086,0.258978813,0.28669242,0.308376082,0.273998442,0.314361765,0.275170175,0.258492265,0.292880098,0.296547588,0.314789543
Movement/Daphnet-96-R-A-R,0.771095211,0.780024438,0.792322906,0.814400885,0.811713657,0.770196994,0.757994416,0.790277451,0.810219768,0.765239918,0.814458939,0.772184914,0.758019894,0.795304857,0.797653809,0.815952519
Movement/Daphnet-96-R-F1,0.168403808,0.18899589,0.187938264,0.178896116,0.195717484,0.169120598,0.169088062,0.186853184,0.184149602,0.159359271,0.195498182,0.155210444,0.170061483,0.190236191,0.190566947,0.159359271
Movement/Daphnet-96-R-P,0.196988802,0.256979742,0.252702458,0.21292394,0.232725879,0.217283891,0.218152589,0.251141646,0.221548405,0.201551303,0.243584952,0.185910238,0.220525401,0.233190427,0.236960656,0.201551303
Movement/Daphnet-96-R-R,0.172771573,0.180712579,0.172987669,0.179359974,0.212332978,0.159968464,0.170939661,0.177056142,0.164823492,0.163780156,0.196612853,0.168210412,0.17405599,0.189128683,0.183792029,0.163780156
Movement/Daphnet-96-V-PR,0.263302339,0.270375841,0.283284251,0.300222149,0.301431677,0.264286169,0.251024252,0.277679551,0.298717713,0.265466776,0.304833128,0.266452933,0.250553751,0.283424561,0.287224073,0.305044018
Movement/Daphnet-96-V-ROC,0.763572242,0.772306484,0.783210046,0.806304962,0.804284215,0.762673706,0.750226731,0.782264946,0.802185878,0.757637775,0.806935639,0.764486068,0.750279663,0.786750381,0.789939568,0.808441315
Server Machine/PSM-96-A-P,0.334678728,0.373604648,0.434848167,0.357701156,0.375274919,0.333841248,0.360609998,0.382035801,0.375028291,0.369603278,0.37567093,0.331609249,0.358896422,0.429459833,0.380128207,0.37683074
Server Machine/PSM-96-A-R,0.548920878,0.565097297,0.6188683,0.567268024,0.579537173,0.549246203,0.556751343,0.587752598,0.577926174,0.575702104,0.580053576,0.545236892,0.555912316,0.623203592,0.581757935,0.579463785
Server Machine/PSM-96-Acc,0.710875332,0.728486698,0.741066245,0.726278162,0.729317745,0.711660842,0.726801835,0.729841418,0.728998987,0.729203903,0.729249439,0.714267825,0.727040903,0.737787593,0.729875571,0.727223051
Server Machine/PSM-96-Aff-F1,0.781545322,0.776508006,0.789013257,0.81427402,0.814506885,0.78059673,0.754802732,0.789309065,0.795908785,0.83710569,0.809862457,0.779967136,0.756303871,0.794901297,0.803234843,0.793712098
Server Machine/PSM-96-Aff-P,0.671268149,0.66640906,0.696686046,0.701210234,0.721616043,0.6675369,0.663079425,0.692064894,0.71055053,0.745176803,0.710949392,0.682713913,0.676610084,0.676975331,0.742472202,0.676081552
Server Machine/PSM-96-Aff-R,0.935178111,0.930186163,0.909549914,0.970808,0.934845994,0.939763157,0.875975851,0.918349131,0.904575172,0.954908124,0.940746809,0.909530604,0.857277358,0.962577911,0.874829365,0.960897378
Server Machine/PSM-96-F1,0.127280849,0.171069095,0.217174325,0.107299324,0.088968926,0.125897294,0.159616193,0.125640175,0.088315269,0.08879525,0.089088054,0.116823252,0.143035848,0.212843033,0.083931743,0.097003957
Server Machine/PSM-96-P,0.392372881,0.560464587,0.675010697,0.566000783,0.675785797,0.39695321,0.545868263,0.617753623,0.666473988,0.672273782,0.673032407,0.411094601,0.556142301,0.638114754,0.714661407,0.597493036
Server Machine/PSM-96-R,0.075960789,0.100939256,0.129404044,0.059267462,0.047619048,0.074812354,0.093474427,0.069931504,0.047290923,0.047537017,0.047701079,0.068085805,0.082072105,0.127722407,0.044583897,0.052787006
Server Machine/PSM-96-R-A-P,0.331288112,0.368236138,0.425177766,0.359915854,0.374021216,0.331381,0.352594333,0.377821106,0.372638496,0.369907924,0.373671755,0.328801912,0.349956538,0.420311827,0.376144149,0.376435912
Server Machine/PSM-96-R-A-R,0.543701756,0.554708879,0.605148216,0.566902803,0.575220073,0.543860811,0.543615652,0.581668557,0.568610543,0.574392147,0.575552899,0.539738105,0.541857386,0.604064438,0.572154285,0.57843637
Server Machine/PSM-96-R-F1,0.383289438,0.41552186,0.434834287,0.471792494,0.451756876,0.374707658,0.401870698,0.413187955,0.446609971,0.458057442,0.45139154,0.37049265,0.413263091,0.439622589,0.41648993,0.417303013
